Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Online learning,Time zone differences for online classes have been a challenge for international students who have to adjust their schedules to accommodate the class times.,26,3.17,4,1,F,Mexico
Online learning,"Professors have limited availability during online classes, which has made it difficult to get the support needed to succeed in the course.",19,2.73,2,1,F,Mexico
Online learning,"Online students have limited access to internships and job opportunities, which puts them at a disadvantage compared to on-campus students.",17,2.23,1,1,M,Mexico
Online learning,The lack of face-to-face interaction in online classes has made it difficult to engage with peers and build relationships with professors.,26,1.27,3,1,F,Mexico
Online learning,Technical difficulties with online classes have caused some students to fall behind on coursework and struggle to catch up.,22,0.88,2,1,M,Mexico
Online learning,Limited access to online resources has made it difficult to find and access the materials needed to complete assignments and study for exams.,25,2.96,5,1,M,Mexico
Online learning,Time zone differences for online classes have made it challenging to balance coursework with other commitments and responsibilities.,19,1.65,4,1,F,Mexico
Online learning, Limited availability of professors during online classes has made it difficult to get timely feedback and support on coursework.,24,2.69,1,1,M,Mexico
Online learning, Online students often miss out on networking opportunities and face-to-face interactions with professors and peers.,23,0.51,5,1,M,Mexico
Online learning," The lack of access to on-campus resources, such as the library and student support services, has put online students at a disadvantage.",27,2.34,2,1,F,Mexico
Online learning, Technical difficulties with online classes have caused some students to become frustrated and lose motivation.,19,3.04,5,1,F,Mexico
Online learning, Limited access to online resources has made it difficult to fully engage with course material and succeed in the class.,16,1.0,1,1,F,Mexico
Online learning, Time zone differences for online classes have made it difficult to attend live lectures and participate in group activities.,25,2.16,5,1,M,Mexico
Online learning, Limited availability of professors during online classes has made it difficult to get personalized attention and support.,26,0.9,1,1,F,Mexico
Online learning, Online students often feel isolated and disconnected from the campus community.,22,3.32,5,1,F,Mexico
Online learning, Technical difficulties with online classes have caused some students to question the effectiveness of online learning.,17,0.95,1,1,M,Mexico
Online learning, Limited access to online resources has made it difficult to stay organized and keep track of assignments and deadlines.,22,1.42,3,1,M,Mexico
Online learning, Time zone differences for online classes have made it difficult to balance coursework with work and other responsibilities.,19,0.39,4,1,M,Mexico
Online learning, Limited availability of professors during online classes has made it difficult to get the guidance needed to succeed in the course.,19,0.36,2,1,M,Mexico
Online learning, Online students often struggle to stay motivated and engaged in their coursework without the support of in-person interactions.,25,2.23,5,1,F,Mexico
Online learning, Technical difficulties with online classes have caused some students to fall behind and struggle to catch up.,17,3.14,1,1,M,Mexico
Online learning, Limited access to online resources has made it difficult to fully participate in class discussions and activities.,16,2.09,1,1,M,Mexico
Online learning, Time zone differences for online classes have made it difficult to attend office hours and get individualized attention from professors.,26,2.23,5,1,M,Mexico
Online learning, Limited availability of professors during online classes has made it difficult to get timely feedback on assignments and exams.,22,3.0,2,1,F,Mexico
Online learning, Online students often feel like they are missing out on the full college experience by not being on campus.,21,0.91,5,1,F,Mexico
Online learning, Technical difficulties with online classes have caused some students to become discouraged and lose motivation.,22,0.69,5,1,M,Mexico
Online learning, Limited access to online resources has made it difficult to access additional support and resources for struggling students.,25,2.69,1,1,M,Mexico
Online learning, Time zone differences for online classes have made it difficult to participate in group projects and work collaboratively with peers.,23,2.95,3,1,F,Mexico
Online learning,Online classes are not the same as in-person classes. I find it hard to stay engaged and motivated with online learning.,17,0.1,3,1,F,Mexico
Online learning,Technical issues with the online platform make it difficult to participate in class and complete assignments.,26,0.55,2,1,M,Mexico
Online learning,The lack of in-person interaction and support from professors has been challenging in my online courses.,23,2.23,1,1,M,Mexico
Online learning,Online classes require a lot of self-discipline and time management skills that not all students have developed yet.,26,2.98,1,1,F,Mexico
Online learning,It is difficult to build relationships with classmates and professors in an online setting.,16,3.95,2,1,M,Mexico
Online learning,"The quality of education in online classes is not the same as in-person classes, and it can be frustrating to pay full tuition for a lesser experience.",20,3.5,5,1,F,Mexico
Online learning,The lack of access to campus resources and facilities is a major downside to online classes.,23,2.72,3,1,M,Mexico
Online learning,The time difference for international students can make it difficult to attend online classes and participate in group projects.,22,3.85,1,1,F,Mexico
Online learning,The lack of face-to-face interaction in online classes makes it hard to ask questions and receive feedback.,19,3.11,3,1,M,Mexico
Online learning," The online format can be especially challenging for hands-on courses like art, music, and lab-based sciences.",23,2.87,5,1,F,Mexico
Online learning, Limited access to technical resources and software can hinder the learning experience in online classes.,22,1.68,3,1,F,Mexico
Online learning," It is challenging to maintain focus and avoid distractions during online classes, especially for students living in crowded or noisy environments.",23,2.5,5,1,M,Mexico
Online learning, The increased screen time from online classes can cause eye strain and fatigue.,17,1.48,1,1,M,Mexico
Online learning, Online exams and assessments can be more challenging and stressful than in-person tests.,18,2.9,1,1,F,Mexico
Online learning, It is difficult to stay motivated and accountable for completing online coursework without the structure of in-person classes.,16,0.12,3,1,F,Mexico
Online learning, Online classes can exacerbate feelings of isolation and loneliness for students who struggle to make connections with peers.,19,3.73,1,1,F,Mexico
Online learning, Technical difficulties with online exams and quizzes can lead to anxiety and frustration.,20,3.05,4,1,M,Mexico
Online learning, The lack of access to professors during online classes can make it difficult to receive help and feedback on coursework.,25,1.02,4,1,F,Mexico
Online learning, Online classes can make it harder to balance academic responsibilities with work or family obligations.,22,0.36,2,1,M,Mexico
Online learning, Limited access to internships and job opportunities for online students can hinder their career prospects.,22,3.0,5,1,F,Mexico
Online learning, The lack of networking opportunities and professional development events for online students can be a major drawback.,25,3.78,3,1,F,Mexico
Online learning, The online format can make it challenging to participate in extracurricular activities and clubs.,27,0.46,5,1,M,Mexico
Online learning, Online classes can create a sense of disconnection from the campus community and culture.,23,1.75,2,1,F,Mexico
Online learning, It is harder to form study groups and collaborate with classmates in an online setting.,24,2.0,5,1,F,Mexico
Online learning, Technical difficulties with online class recordings can lead to missed lectures and important information.,19,4.0,4,1,M,Mexico
Online learning, The lack of access to campus facilities like libraries and study spaces can make it harder to study and complete coursework.,20,0.06,3,1,M,Mexico
Online learning, Online classes can be particularly challenging for students who need hands-on assistance from professors or peers.,22,3.49,2,1,F,Mexico
Online learning, The lack of in-person support and resources for mental health and wellness can make online classes particularly difficult for some students.,23,0.12,5,1,F,Mexico
Online learning, The lack of access to campus events and activities can make the college experience feel incomplete for online students.,27,1.54,1,1,F,Mexico
Online learning, The limited availability of online courses and programs can make it difficult for students to meet graduation requirements or pursue specific fields of study.,20,1.35,2,1,F,Mexico
Online learning,"Online classes are a convenient way to learn, but the technical difficulties I faced this semester made it very frustrating.",26,0.93,3,1,M,Mexico
Online learning,"I struggled with finding all the necessary resources for my online classes, and the limited access to them made it even harder.",16,0.04,4,1,F,Mexico
Online learning,Being in a different time zone than my online classes made it hard to participate in live discussions and group work.,23,2.12,1,1,F,Mexico
Online learning,It was difficult to get in touch with my professors during online classes and I often had to wait for days to receive a response.,26,3.85,4,1,F,Mexico
Online learning,"As an online student, I feel like I'm missing out on internship and job opportunities that are only available to in-person students.",22,1.17,2,1,F,Mexico
Online learning,The lack of interaction and engagement in my online classes made it hard to stay motivated and focused on the material.,18,0.26,2,1,F,Mexico
Online learning,I wish there were more opportunities for online students to collaborate and connect with each other.,19,3.51,5,1,F,Mexico
Online learning,"The online platform we use for classes is outdated and difficult to navigate, which makes the learning experience more frustrating.",26,1.04,3,1,M,Mexico
Online learning,"I struggled with managing my time effectively during online classes, especially with other commitments like work and family.",19,2.12,2,1,F,Mexico
Online learning, The lack of face-to-face interaction in my online classes made it hard to build relationships with my classmates and professors.,23,2.4,4,1,M,Mexico
Online learning, The limited access to online tutoring and academic support made it hard to succeed in my classes.,27,1.38,2,1,M,Mexico
Online learning," I experienced a lot of technical difficulties during my online exams, which caused me a lot of stress and anxiety.",24,0.88,2,1,M,Mexico
Online learning," The online class discussion boards were often filled with unhelpful and irrelevant comments, which made it hard to engage with the material.",19,1.79,1,1,F,Mexico
Online learning," I feel like I'm not getting my money's worth with online classes, as the learning experience isn't the same as in-person classes.",22,0.03,1,1,F,Mexico
Online learning, It's hard to feel connected to my university and the campus community when I'm taking classes online from a different location.,20,0.2,2,1,F,Mexico
Online learning, The lack of structure and routine in my online classes made it hard to stay motivated and focused on the material.,26,0.86,5,1,F,Mexico
Online learning," I had difficulty adjusting to the online learning environment, and I feel like I'm not getting the same quality education as in-person students.",27,0.27,1,1,M,Mexico
Online learning, The online classes are not accommodating to students with different learning styles and preferences.,21,0.18,4,1,M,Mexico
Online learning, The lack of in-person feedback and interaction with my professors made it hard to improve my skills and knowledge.,25,2.57,1,1,M,Mexico
Online learning," As an online student, I feel isolated and disconnected from the campus community and extracurricular activities.",18,1.15,5,1,F,Mexico
Online learning, The limited access to online library resources and research databases made it hard to complete assignments and projects.,27,1.07,1,1,M,Mexico
Online learning," It's frustrating to have to rely on technology for my education, especially when it's not always reliable or user-friendly.",18,3.96,2,1,F,Mexico
Online learning," I feel like online classes aren't preparing me for the real world and workplace, where in-person communication and collaboration are essential skills.",19,3.74,4,1,M,Mexico
Online learning," The online platform we use for classes is not accessible for students with disabilities, which is a major issue.",21,0.83,5,1,F,Mexico
Online learning, I wish there were more opportunities for online students to interact with professors and receive feedback on their work.,19,1.96,2,1,F,Mexico
Online learning, The lack of structure and clear expectations in my online classes made it hard to know what was expected of me and how to succeed.,25,0.7,3,1,M,Mexico
Online learning," As an online student, I feel like I'm not receiving the same level of support and resources as in-person students.",20,2.18,2,1,F,Mexico
Online learning," I had to spend a lot of money on additional technology and equipment to participate in my online classes, which was a financial burden.",16,3.79,5,1,F,Mexico
Online learning, The lack of hands-on learning and practical experience in my online classes made it hard to apply the knowledge to real-world situations.,22,3.62,3,1,F,Mexico
Online learning, I feel like I'm missing out on the social and networking opportunities that come with in-person classes and campus events.,21,0.11,2,1,F,Mexico
Student Affairs,"""I recently applied for a military certificate through the student affairs office, but it's been weeks and I haven't received any update on the status of my application.""",17,3.28,4,1,F,Mexico
Student Affairs,"""The student affairs office seems to be disorganized and inefficient when it comes to managing birth certificates. I had to make multiple trips to their office just to get mine processed.""",19,2.47,4,1,M,Mexico
Student Affairs,"""I need my training certificate for an internship opportunity, but the student affairs office keeps giving me the runaround and hasn't provided any clear timeline for when I can expect to receive it.""",18,2.98,5,1,F,Mexico
Student Affairs,"""The process for obtaining student certificates is unnecessarily complicated and time-consuming. It's taking away from my ability to focus on my studies.""",26,3.19,3,1,M,Mexico
Student Affairs,"""The student affairs office needs to do a better job of communicating with students about the status of their certificate requests. It's frustrating not knowing where things stand.""",18,1.4,5,1,M,Mexico
Student Affairs,"""I submitted my military certificate application on time, but the student affairs office failed to process it in a timely manner, causing me to miss out on a scholarship opportunity.""",23,0.36,2,1,M,Mexico
Student Affairs,"""The student affairs office needs to streamline their processes for managing birth certificates. It shouldn't take weeks to get a simple document processed.""",16,2.96,5,1,M,Mexico
Student Affairs,"""I've been waiting for my training certificate for over a month now, and every time I follow up with the student affairs office, they tell me it's still being processed.""",22,0.44,3,1,F,Mexico
Student Affairs,"""The lack of transparency in the student affairs office's certificate management processes is unacceptable. Students deserve better communication and clearer timelines.""",27,2.37,5,1,M,Mexico
Student Affairs," ""I've had nothing but frustration and delays in trying to obtain my student certificates. The student affairs office needs to overhaul their processes and make it easier for students to get what they need.""",26,2.14,4,1,F,Mexico
Student Affairs," ""The student affairs office seems to prioritize administrative tasks over student needs. It's time for them to focus on improving their services for students.""",21,0.67,1,1,M,Mexico
Student Affairs," ""I had to wait in line for hours just to submit my military certificate application, and it still hasn't been processed. This is unacceptable.""",19,1.97,4,1,F,Mexico
Student Affairs," ""The student affairs office should provide online options for submitting and tracking certificate requests. It would save students a lot of time and hassle.""",18,3.8,1,1,M,Mexico
Student Affairs," ""I've heard from multiple students that the student affairs office is notoriously slow when it comes to processing birth certificates. It's time for them to make some changes.""",18,1.4,2,1,F,Mexico
Student Affairs," ""The student affairs office needs to take responsibility for their mistakes and improve their processes for managing certificates. Students shouldn't have to suffer because of their incompetence.""",18,0.03,4,1,F,Mexico
Student Affairs," ""I'm worried that my training certificate won't be processed in time for me to start my internship. The student affairs office needs to prioritize student needs and make sure these documents are processed quickly.""",18,0.07,2,1,M,Mexico
Student Affairs," ""The lack of organization and communication in the student affairs office is causing a lot of unnecessary stress for students. It's time for them to step up and do better.""",16,3.99,3,1,F,Mexico
Student Affairs," ""I've had to jump through so many hoops just to get my student certificates. The student affairs office needs to simplify their processes and make it easier for students to get what they need.""",25,1.04,2,1,M,Mexico
Student Affairs," ""I've had to miss multiple classes just to go to the student affairs office and follow up on my certificate requests. This is unacceptable and needs to change.""",16,2.54,2,1,M,Mexico
Student Affairs," ""The student affairs office needs to invest in better technology and systems for managing certificates. It's 2023, and we shouldn't still be dealing with paper forms and long wait times.""",18,1.57,4,1,M,Mexico
Student Affairs," ""I'm tired of feeling like I have to beg for my own certificates. The student affairs office needs to start prioritizing student needs over bureaucratic red tape.""",22,2.86,3,1,M,Mexico
Student Affairs," ""I submitted my birth certificate application weeks ago, but the student affairs office still",26,2.81,4,1,M,Mexico
Student Affairs,an provide some sample reports that may reflect the experiences of university students with regards to student affairs and managing various certificates. Please note that these are hypothetical reports and may not reflect the experiences of any specific individual or group.,24,2.05,5,1,F,Mexico
Student Affairs,"""I've been trying to get my military certificate verified by the university for weeks now, but every time I go to the office they tell me there's a problem with the paperwork. It's frustrating because I need this certificate to apply for certain internships.""",18,3.73,4,1,F,Mexico
Student Affairs,"""The process for obtaining my birth certificate through the university has been a nightmare. The website was difficult to navigate and the customer service was unhelpful. It's ridiculous that something so important has to be so difficult to obtain.""",21,1.65,5,1,F,Mexico
Student Affairs,"""I received my training certificate from a course I took over the summer, but the university won't accept it because it's from a non-accredited institution. This is frustrating because the course was relevant to my major and I learned a lot from it.""",25,3.05,1,1,F,Mexico
Student Affairs,"""I've had multiple issues with the student affairs office regarding scheduling conflicts and paperwork errors. It seems like they're understaffed and overwhelmed, but it's frustrating when it affects my ability to graduate on time.""",27,2.63,1,1,M,Mexico
Student Affairs,"""The process for ordering official transcripts from the university is unnecessarily complicated. It should be as simple as submitting a request online, but instead I have to navigate a confusing system and wait weeks for it to be processed.""",22,2.07,3,1,M,Mexico
Student Affairs,"""I've been trying to update my personal information with the university, but the website keeps glitching and I can't get through to customer service. It's frustrating because this information is important for communication and academic purposes.""",23,1.53,2,1,M,Mexico
Student Affairs,"""I recently applied for a scholarship through the university, but the application process was confusing and the instructions were unclear. It's frustrating to spend so much time on an application only to find out that I didn't meet the criteria.""",21,0.74,1,1,F,Mexico
Student Affairs,"""The university should provide more resources for students who are applying for internships and jobs. It's difficult to navigate the job market on your own, and career services is often understaffed and overworked.""",25,2.6,3,1,F,Mexico
Student Affairs,"""I've had issues with financial aid and scholarships, and it seems like the university is always changing their policies and requirements. It's frustrating because I rely on this support to continue my education.""",18,2.71,5,1,F,Mexico
Student Affairs," ""The university should prioritize mental health resources for students. It's a stressful time in our lives and it's important to have access to counseling and support services when we need it.""",27,1.97,3,1,F,Mexico
Housing and Transportation,"1. ""The cost of rent in the area around the university is just too high, and it's really hard to find affordable housing that's also close to campus.""",20,2.98,1,1,F,Mexico
Housing and Transportation,"2. ""I've had to commute from the suburbs to the university every day, and the public transportation system is just not reliable enough. I've been late to class several times because of delays and cancellations.""",26,0.03,3,1,F,South Africa
Housing and Transportation,"3. ""Finding a parking spot on campus is nearly impossible, and the parking fees are exorbitant. It's just not worth it to bring my car to school.""",21,0.23,1,1,F,South Africa
Housing and Transportation,"4. ""The apartments in the university area are often run-down and poorly maintained, which makes it difficult to focus on studying when I'm living in such a stressful environment.""",23,2.98,4,1,F,South Africa
Housing and Transportation,"5. ""I have to take two buses and a train just to get to campus, and the trip takes over an hour each way. It's exhausting and it takes away from my study time.""",27,1.94,2,1,M,South Africa
Housing and Transportation,"6. ""The traffic around campus is always terrible, and it can take me up to an hour just to travel a few miles. It's frustrating and stressful.""",22,0.08,4,1,F,South Africa
Housing and Transportation,"7. ""I've been looking for affordable housing near campus for months, but everything is either too expensive or too far away. It's discouraging and I'm not sure what to do.""",24,3.25,2,1,F,South Africa
Housing and Transportation,"8. ""The public transportation system is so overcrowded during peak hours that it's often impossible to get a seat, and I end up standing for the entire ride to campus.""",17,2.24,2,1,F,South Africa
Housing and Transportation,"9. ""The housing options near campus are very limited, and many landlords take advantage of the high demand by charging outrageous prices for subpar apartments.""",20,3.27,2,1,F,South Africa
Housing and Transportation,"10. ""I rely on public transportation to get to campus, but the buses are often late or don't show up at all. It's frustrating and makes it hard to plan my day.""",26,0.56,2,1,M,South Africa
Housing and Transportation,"11. ""I have to commute for over an hour each way to get to campus, and the time and money I spend on transportation really add up.""",24,1.03,3,1,M,South Africa
Housing and Transportation,"12. ""I've had to switch apartments several times because of problems with landlords or roommates, and it's really disrupted my studies and my life.""",20,1.63,4,1,F,South Africa
Housing and Transportation,"13. ""The public transportation system shuts down early in the evening, which makes it hard for me to attend evening classes or study sessions.""",21,2.85,3,1,F,South Africa
Housing and Transportation,"14. ""The university should do more to provide affordable and accessible housing options for students, especially those from low-income backgrounds.""",25,2.17,5,1,F,South Africa
Housing and Transportation,"15. ""I've had to take out loans just to cover the cost of housing and transportation, which adds to the stress and pressure of being a student.""",27,2.66,5,1,M,South Africa
Housing and Transportation,"16. ""The public transportation system is often overcrowded and noisy, which makes it hard to concentrate on studying or getting any work done.""",26,2.51,3,1,M,South Africa
Housing and Transportation,"17. ""I've had to resort to sleeping on a friend's couch because I can't afford the rent in the university area, and it's really taking a toll on my mental health.""",21,1.2,4,1,M,South Africa
Housing and Transportation,"18. ""The lack of affordable and safe housing options near campus is a serious issue that the university needs to address.""",24,2.0,2,1,M,South Africa
Housing and Transportation,"19. ""I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.""",27,2.35,3,1,F,South Africa
Housing and Transportation,"20. ""The university should provide more support and resources for students who live off-campus, especially those who are struggling with housing and transportation issues.""",23,3.17,2,1,M,South Africa
Housing and Transportation,"21. ""The high cost of housing and transportation is a barrier that prevents many students from pursuing higher education, and it's a problem that needs to be addressed at a systemic level.""",25,3.34,3,1,M,South Africa
Housing and Transportation,"22. ""The long commute to and from campus takes up so much of my day that I don't have much time or energy left for studying or extracurricular activities.""",21,0.02,1,1,F,South Africa
Housing and Transportation,"23. ""The public transportation system is often unreliable and unsafe, which makes me feel anxious and stressed every time",23,3.3,5,1,M,South Africa
Housing and Transportation,"1. ""I've been living off-campus for a year now and finding affordable housing near the university is a nightmare. I wish there were more affordable options for students.""",17,1.42,1,1,M,South Africa
Housing and Transportation,"2. ""The transportation system in my city is not reliable at all, I've had to miss multiple classes due to late buses and trains.""",26,2.53,4,1,M,South Africa
Housing and Transportation,"3. ""It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.""",25,2.79,1,1,M,South Africa
Housing and Transportation,"4. ""I've had to switch apartments multiple times because my landlord kept increasing the rent without warning. It's not fair for students who are already struggling to make ends meet.""",21,3.06,2,1,M,South Africa
Housing and Transportation,"5. ""The public transportation in my city is so crowded during peak hours, it's impossible to get a seat.""",16,2.46,4,1,F,Yemen
Housing and Transportation,"6. ""I've had to drop out of a few classes because the bus schedule didn't line up with my class schedule.""",21,1.45,3,1,M,Yemen
Housing and Transportation,"7. ""Finding a parking spot near the university is a nightmare, and the parking fees are outrageous.""",26,3.61,4,1,F,Yemen
Housing and Transportation,"8. ""The nearest grocery store is a 30-minute bus ride away, making it difficult to buy fresh groceries.""",23,0.72,3,1,M,Yemen
Housing and Transportation,"9. ""I have to walk 20 minutes to the bus stop every day, which is not ideal during the winter months.""",17,2.93,4,1,M,Yemen
Housing and Transportation,"10. ""I wish the university would provide more affordable housing options for students who can't afford to pay rent in the city.""",16,3.46,1,1,F,Yemen
Housing and Transportation,"11. ""The bus service in my area is so infrequent, it's impossible to get anywhere on time.""",17,2.69,2,1,M,Yemen
Housing and Transportation,"12. ""The housing options near the university are so limited, it's impossible to find a decent place to live.""",19,0.26,4,1,M,Yemen
Housing and Transportation,"13. ""I had to take out a student loan just to be able to afford the rent for my apartment.""",24,3.19,5,1,F,Yemen
Housing and Transportation,"14. ""The rent for a one-bedroom apartment near the university is more than my monthly student loan payment.""",22,2.06,3,1,M,Yemen
Housing and Transportation,"15. ""I've had to share a room with a stranger just to be able to afford rent.""",16,3.92,2,1,F,Yemen
Housing and Transportation,"16. ""I've had to borrow money from my parents just to be able to pay for rent and transportation costs.""",23,0.44,2,1,F,Yemen
Housing and Transportation,"17. ""The nearest bus stop is a 15-minute walk away from my apartment, which is not ideal during the winter months.""",19,1.68,5,1,F,Yemen
Housing and Transportation,"18. ""The university should provide shuttle buses to off-campus students, especially during peak class times.""",22,1.08,3,1,M,Yemen
Housing and Transportation,"19. ""I wish the university would provide more affordable parking options for students who have to drive to class.""",24,1.86,3,1,F,Yemen
Housing and Transportation,"20. ""The traffic near the university is so bad during peak hours, it's impossible to get anywhere on time.""",26,0.93,1,1,M,Yemen
Housing and Transportation,"21. ""The rent prices near the university are so high, it's impossible to live without roommates.""",20,2.9,5,1,F,Yemen
Housing and Transportation,"22. ""I've had to move to a different city just to be able to afford housing and transportation costs.""",18,0.26,2,1,F,Yemen
Housing and Transportation,"23. ""The bus stops near my apartment are not well-lit, making it feel unsafe to wait for the bus at night.""",23,2.76,2,1,F,Yemen
Housing and Transportation,"24. ""I wish there were more bike lanes near the university, it would make it easier to commute by bike.""",21,3.48,5,1,F,Yemen
Housing and Transportation,"25. ""The public transportation in my city is not accessible for students with disabilities.""",23,3.15,4,1,F,Yemen
Housing and Transportation,"26. ""I've had to take a part-time job just to be able to afford rent and transportation costs.""",16,1.32,3,1,F,Yemen
Housing and Transportation,"27. ""The university should provide more affordable on-campus housing options for students who can't afford to live off-campus.""",16,0.87,1,1,M,Yemen
Housing and Transportation,"28. ""I wish the university would provide more information about affordable housing options near the university.""",21,0.61,5,1,F,Yemen
Housing and Transportation,"29. ""The housing options near the university are so limited, it's impossible to find a place to live that's not infested with pests.""",24,3.36,3,1,F,Yemen
Housing and Transportation,"30. ""The university should provide more information about transportation options for students who live off-campus.""",17,3.01,4,1,M,Yemen
Housing and Transportation,"31. ""The parking lots near the university are always full, making it impossible to find a spot.""",23,0.63,4,1,F,Yemen
Housing and Transportation,"1. ""I'm really struggling to find affordable housing close to campus. Everything seems to be way out of my budget, and it's frustrating to feel like I have to compromise on the quality of my living situation just to be able to afford rent.""",16,0.41,4,1,F,Yemen
Housing and Transportation,"2. ""The public transportation options in this area are terrible. Buses are always late or overcrowded, and there are never enough taxis or ride-sharing services available. It's making it really difficult for me to get to class on time and stay on top of my schedule.""",26,0.15,4,1,M,Yemen
Housing and Transportation,"3. ""I feel like the university should be doing more to provide affordable housing options for students. It's not fair that we have to choose between living in subpar conditions or going into debt just to afford rent.""",23,1.54,5,1,F,Yemen
Housing and Transportation,"4. ""I don't have a car, and the only transportation option near my apartment is the bus. But the bus route doesn't go directly to campus, so I have to transfer multiple times just to get to class. It's a huge waste of time and energy.""",24,1.61,2,1,M,Yemen
Housing and Transportation,"5. ""The housing market in this area is so competitive that I feel like I'm constantly battling with other students to find a decent place to live. It's stressful and exhausting, and I wish there were more options available to us.""",25,1.3,1,1,M,Yemen
Housing and Transportation,"6. ""The cost of rent in this area is astronomical. I'm already working a part-time job just to make ends meet, and it's frustrating to feel like I'm barely scraping by even though I'm a full-time student.""",23,3.79,2,1,F,Yemen
Housing and Transportation,"7. ""I'm really disappointed with the state of the public transportation system here. It's unreliable and inconvenient, and it's making it really difficult for me to stay on top of my studies and extracurricular activities.""",17,0.59,1,1,M,Yemen
Housing and Transportation,"8. ""I feel like the university should be doing more to incentivize landlords to offer affordable housing to students. It's not fair that we have to pay so much just to have a place to live while we're pursuing our degrees.""",23,1.29,1,1,F,Yemen
Housing and Transportation,"9. ""The lack of affordable housing options in this area is really limiting my choices. I feel like I have to settle for a place that's far away from campus and not very nice, just because it's the only thing I can afford.""",27,3.57,2,1,M,Yemen
Housing and Transportation,"10. ""I have to rely on public transportation to get around, but the bus schedule is so sporadic that I'm constantly running late for classes and appointments. It's really frustrating and stressful.""",20,1.28,2,1,F,Yemen
Activities and Travelling,"1. ""I've been looking for ways to explore the area around campus and get to know the city better, but it's hard to find affordable and convenient transportation options. I wish there were more affordable shuttle services or student discounts for public transit.""",16,2.06,3,1,M,Yemen
Activities and Travelling,"2. ""I'm really interested in trying out some new outdoor activities, but I don't know where to start. It would be great if the university offered more organized trips and activities, like hiking or kayaking, so that I could explore the area with other students.""",23,2.56,3,1,F,Yemen
Activities and Travelling,"3. ""I've been feeling really burned out lately, and I think it's because I haven't had a chance to take a break and do something fun outside of class. I wish there were more social events and activities on campus that were geared towards stress relief and self-care.""",18,3.11,4,1,M,Yemen
Activities and Travelling,"4. ""I'm from out of town, and I'm having a hard time finding my way around the city. It would be great if the university offered more orientation sessions or tours for new students, so that we could feel more confident and comfortable navigating the area.""",19,2.45,2,1,F,Yemen
Activities and Travelling,"5. ""I'm interested in studying abroad, but I'm not sure where to start. It would be great if the university had more resources and support for students who are considering international programs or trips.""",23,3.4,1,1,M,Yemen
Activities and Travelling,"6. ""I'm a transfer student, and I feel like I'm missing out on a lot of the traditional college experiences like road trips and spring break. It would be great if there were more organized trips and activities for transfer students, so that we could feel more connected to the university community.""",16,2.83,3,1,F,Yemen
Activities and Travelling,"7. ""I love exploring new places and trying new things, but it's hard to find the time and money to do so while I'm in school. It would be great if there were more affordable and accessible travel options for students, like student discounts on airfare or organized weekend trips.""",17,2.31,1,1,M,Yemen
Activities and Travelling,"8. ""I'm interested in getting involved in outdoor activities and adventure sports, but I don't have a lot of experience. It would be great if the university offered more beginner-friendly courses and workshops, so that I could build my skills and confidence in a supportive environment.""",16,1.86,4,1,M,Yemen
Activities and Travelling,"9. ""I'm interested in exploring the arts and cultural scene in the city, but I'm not sure where to start. It would be great if the university offered more organized trips and events to museums, galleries, and theaters, so that I could discover new things and learn from other students.""",19,0.94,5,1,F,Yemen
Activities and Travelling,"10. ""I'm passionate about sustainability and the environment, and I would love to get involved in eco-tourism or sustainable travel. It would be great if the university had more resources and support for students who are interested in these topics, so that we could learn about sustainable travel options and make more informed choices.""",25,1.95,4,1,F,Yemen
Activities and Travelling,"1. ""I went on a trip with the university's travel club, but the accommodations were terrible. The hotel was dirty and uncomfortable, and it really detracted from the overall experience.""",22,3.21,5,1,F,Yemen
Activities and Travelling,"2. ""I was really excited to go on a weekend trip with my friends, but the transportation ended up being a nightmare. Our bus broke down on the side of the road, and we ended up being stranded for hours.""",20,3.09,4,1,M,Yemen
Activities and Travelling,"3. ""I wish there were more affordable travel options for students. It's hard to justify spending a ton of money on a trip when we're already struggling to make ends meet with tuition and living expenses.""",21,0.14,2,1,F,Indonesia
Activities and Travelling,"4. ""I love exploring new places and trying new things, but it's hard to do that on a student budget. I wish there were more free or low-cost activities available in the area.""",20,2.04,2,1,F,Indonesia
Activities and Travelling,"5. ""I went on a trip to a nearby city with the school's travel program, but I felt like we didn't get to see as much as we could have. The itinerary was too packed, and we didn't have enough time to really explore and enjoy each location.""",26,1.38,4,1,M,Indonesia
Activities and Travelling,"6. ""I'm always looking for fun and interesting things to do on the weekends, but it seems like everything costs money. I wish there were more free events and activities available for students.""",17,1.54,5,1,M,Indonesia
Activities and Travelling,"7. ""I went on a study abroad program, but I felt like I didn't get enough support from the school. I had trouble adjusting to the new culture and environment, and I wish there had been more resources available to help me.""",21,3.16,5,1,F,Indonesia
Activities and Travelling,"8. ""I'm really interested in outdoor activities like hiking and camping, but I don't have a car to get to the nearest parks and trails. It's frustrating to feel like I'm missing out on something that I really enjoy.""",17,1.72,3,1,M,Indonesia
Activities and Travelling,"9. ""I went on a trip with a student organization, but the leaders didn't seem very organized. We were always running late or missing important details, and it made the trip more stressful than it needed to be.""",19,1.98,1,1,M,Indonesia
Activities and Travelling,"10. ""I wish there were more opportunities to travel and explore the world while still earning college credit. It would be a great way to combine my academic and personal interests.""",27,1.86,5,1,M,Indonesia
